env_id,episode_num,initial_height,max_height,climb_height,steps,terminated,success
147,147,0.5118128240457896,0.611572304679905,0.09975948063411533,253,True,False
78,278,0.5150167350443229,0.808901931478159,0.29388519643383615,197,True,False
57,57,0.49856137535862266,0.9974978845440055,0.4989365091853828,260,True,False
31,31,0.5124354048133793,0.6085959579105239,0.09616055309714455,127,True,False
107,307,0.5378629986355159,1.3292259173292127,0.7913629186936968,452,True,False
56,56,0.5440133442457779,1.5851762924212398,1.041162948175462,437,True,False
101,301,0.5388748079868978,1.7586382851796352,1.2197634771927373,620,True,False
5,5,0.4931945018642116,0.8226922682236922,0.32949776635948064,781,True,False
93,293,0.5337825735283246,0.9295104645844425,0.39572789105611794,465,True,False
21,221,0.4504632023004603,0.6993631164410894,0.24889991414062912,636,True,False
68,268,0.5090230666869088,0.5994086485289426,0.09038558184203382,116,True,False
167,167,0.5097278082255431,1.6609771937962,1.1512493855706567,155,True,False
66,66,0.5247718773897414,1.599225091401154,1.0744532140114127,401,True,False
38,238,0.4604108581984574,1.0892723310271668,0.6288614728287094,708,True,False
94,94,0.5001039883915259,0.8578165603284478,0.35771257193692185,115,True,False
165,165,0.5127900389490908,0.9447273151697217,0.43193727622063094,147,True,False
95,295,0.5279584473566754,0.6023704603825369,0.07441201302586153,146,True,False
61,61,0.4743989643379084,1.6179293174000282,1.1435303530621197,537,True,False
96,96,0.5440230241424958,0.7516110769026502,0.20758805276015435,479,True,False
80,280,0.5072427759433467,1.2692007451903937,0.7619579692470471,496,True,False
134,134,0.4888268383989872,0.6614702720443583,0.17264343364537105,140,True,False
57,257,0.4918770524892073,0.7796051611489176,0.2877281086597103,675,True,False
0,200,0.4938744675388339,0.7059643550912053,0.21208988755237135,602,True,False
16,16,0.45452272889105383,0.6971034917284198,0.24258076283736596,437,True,False
24,360,0.5394816656060528,1.9642777128461208,1.424796047240068,813,True,True
4,204,0.5393892583050958,1.0758374398663757,0.5364481815612799,196,True,False
114,314,0.48264335765032934,0.5867837535919866,0.1041403959416573,799,True,False
190,190,0.5489960232389945,0.9237588967038187,0.3747628734648242,420,True,False
148,148,0.4998165186645893,0.9240862303439339,0.4242697116793446,405,True,False
90,90,0.5355460584011007,1.2370869145436627,0.701540856142562,317,True,False
