env_id,episode_num,initial_height,max_height,climb_height,steps,terminated,success
62,0,0.5049278140068054,0.5518865585327148,0.046958744525909424,30,True,False
119,0,0.5011098980903625,0.5011098980903625,0.0,33,True,False
80,0,0.5102292895317078,0.5487340092658997,0.038504719734191895,38,True,False
101,0,0.5023081302642822,0.5528690814971924,0.050560951232910156,43,True,False
134,0,0.49960705637931824,0.6057013273239136,0.10609427094459534,48,True,False
167,0,0.5101017951965332,0.5273857116699219,0.017283916473388672,67,True,False
122,0,0.503919243812561,0.503919243812561,0.0,89,True,False
120,0,0.5044723749160767,0.6115309000015259,0.10705852508544922,92,True,False
102,0,0.49948155879974365,0.7946609258651733,0.2951793670654297,102,True,False
176,0,0.5039175748825073,0.7431353330612183,0.23921775817871094,113,True,False
0,0,0.49408408999443054,0.6481814980506897,0.15409740805625916,136,True,False
22,0,0.4995320737361908,0.6354724168777466,0.1359403431415558,140,True,False
124,0,0.4993826746940613,0.5272248387336731,0.027842164039611816,151,True,False
150,0,0.4934752285480499,2.186967611312866,1.6934923827648163,214,True,False
133,0,0.4913594126701355,2.150631904602051,1.6592724919319153,216,True,False
117,0,0.49147701263427734,2.1741816997528076,1.6827046871185303,225,True,False
119,1,0.5,2.2106997966766357,1.7106997966766357,205,True,False
136,0,0.4920337498188019,2.2628724575042725,1.7708387076854706,243,True,False
160,0,0.48778218030929565,2.1481752395629883,1.6603930592536926,251,True,False
53,0,0.4857953190803528,2.1980814933776855,1.7122861742973328,253,True,False
164,0,0.49250906705856323,2.183422803878784,1.690913736820221,254,True,False
78,0,0.49675318598747253,2.1716504096984863,1.6748972237110138,256,True,False
185,0,0.5017001628875732,2.1700642108917236,1.6683640480041504,261,True,False
95,0,0.49536415934562683,2.156202793121338,1.660838633775711,271,True,False
145,0,0.4987795054912567,2.1778128147125244,1.6790333092212677,273,True,False
63,0,0.4898022413253784,2.1739792823791504,1.684177041053772,274,True,False
88,0,0.5021065473556519,2.1821727752685547,1.6800662279129028,286,True,False
118,0,0.5041272044181824,2.166409730911255,1.6622825264930725,294,True,False
108,0,0.48868608474731445,2.1966049671173096,1.7079188823699951,424,True,False
72,0,0.49572089314460754,2.2447550296783447,1.7490341365337372,541,True,False
118,1,0.5,2.184514284133911,1.6845142841339111,250,True,False
139,0,0.4953332543373108,2.2193603515625,1.7240270972251892,569,True,False
50,0,0.49626222252845764,2.254625082015991,1.7583628594875336,633,True,False
19,0,0.4992414116859436,2.2593002319335938,1.7600588202476501,712,True,False
1,0,0.4978252649307251,2.28572940826416,1.787904143333435,748,True,False
100,0,0.4940996468067169,2.303201198577881,1.809101551771164,791,True,True
128,0,0.5009403824806213,2.2728159427642822,1.7718755602836609,794,True,False
61,0,0.49554529786109924,2.2576403617858887,1.7620950639247894,797,True,False
158,0,0.4983818829059601,2.3131914138793945,1.8148095309734344,873,True,True
197,0,0.49453970789909363,2.24661922454834,1.7520795166492462,926,True,False
180,0,0.49834591150283813,2.2067196369171143,1.7083737254142761,932,True,False
69,0,0.49240344762802124,2.209531784057617,1.717128336429596,973,True,False
148,0,0.504899263381958,2.3045663833618164,1.7996671199798584,990,True,False
2,0,0.4929935932159424,2.2919790744781494,1.798985481262207,1000,False,False
3,0,0.497722864151001,2.2946863174438477,1.7969634532928467,1000,False,False
4,0,0.501823902130127,2.210918426513672,1.709094524383545,1000,False,False
5,0,0.509506344795227,2.278353452682495,1.768847107887268,1000,False,False
6,0,0.5034024119377136,2.2178146839141846,1.714412271976471,1000,False,False
